Gene_ID,Name,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF001391,,0,0,0,0
AALF001399,,245.66,116.38,82.4,74.28
AALF001400,,79.25,30.54,34.77,29.84
AALF001401,,0,0,0,0
AALF001408,,0.56,0,0.37,0
AALF001416,,0.72,6.32,4.87,3.21
AALF001420,,0,0,0,0
AALF001422,,0,0,0,0
AALF001423,,18.35,17.86,16.04,14.25
AALF001424,,0.79,0,0,0
AALF001425,,29.4,16.23,15.49,13.94
AALF001426,,0.76,0,2.01,0
AALF001427,,0,0,0,0.99
AALF001428,,0,0.19,0,0
AALF001438,,18.92,4.92,14.63,8.24
AALF001439,,190.01,24.24,23.99,12.11
AALF001440,,271.1,138.06,134.09,117.48
AALF001441,,23.71,9.35,11.71,2.68
AALF001442,,0,0,0,0
AALF001443,,0,0,0,0
AALF001449,,397.46,261.98,226.91,4.64
AALF001458,,0,0,0,0
AALF001463,,0,0,0,0
AALF001465,,40.02,16.38,9.11,4.37
AALF001469,,0,0,0,0
AALF001474,,0,4.06,0,0.78
AALF001475,,4.16,11.89,14.7,2.42
AALF001476,,7.19,1.81,2.58,2.76
AALF001477,,169.24,47.28,26.27,38.23
AALF001478,,7.46,12.02,13.51,18.68
AALF001479,,20.75,9.95,2.85,1.82
AALF001480,,0,0,0,0
AALF001481,,72.83,18.6,22.17,5.91
AALF001482,,105.82,35.72,25.33,25.25
AALF001483,,120.82,100.98,100.23,96.35
AALF001484,,3.09,0,2.27,0
AALF001485,,0,0,0,0
AALF001486,,13.76,7.18,11.18,4.86
AALF001488,,3.14,0.24,2.41,1.38
AALF001490,,0,0,0,0
AALF001491,,0,0,0,0
AALF001499,,3.48,7.55,10.32,4.98
AALF001500,,0,0,0,0
AALF001501,,77.41,16.5,13.34,16.43
AALF001502,,1299.85,1791.31,1779.14,1865.03
AALF001503,,0.3,0.28,0,0.32
AALF001504,,1.15,0,0,0.3
AALF001505,,34.33,49.33,39.65,42.86
AALF001506,,0,0,0,0
AALF001507,,7.35,0,2.42,1.61
AALF001508,,1.73,0.92,0,0
AALF001509,,34.64,13.22,13.01,15.52
AALF001510,,42.26,6.61,13.53,9.08
AALF001519,,0,0,0,0
AALF001520,,0,0,0,0
AALF001521,,1.16,0.56,2.28,0
AALF001524,,0,0,0,0
AALF001530,,0,0,0,0
AALF001538,,0,0,0,0
AALF001540,,0,0,0,0
AALF001542,,0,0,0,0
AALF001547,,0.68,0.42,0,0.9
AALF001548,,0,0,0,0
AALF001549,,129.61,47.16,61.42,68.59
AALF001553,,0.4,1.83,0.52,2.93
AALF001554,,14.9,39.13,50.31,3.93
AALF001556,,2.6,2.13,5.38,3.52
AALF001557,,233.58,104.62,84.08,55.8
AALF001558,,1.27,0,2.23,0
AALF001560,,0,0,0,0
AALF001563,,2.06,0,0,0
AALF001564,,72.58,60.03,62.64,81.78
AALF001565,,159.42,156.75,170.17,153.88
AALF001566,,21.76,7.62,5.25,10.94
AALF001567,,0,0,0,0
AALF001572,,184.1,77.28,67.56,85.91
AALF001573,,284.49,246.28,253.49,242.02
AALF001574,,68.91,105.69,80.67,149.29
AALF001575,,3.68,0.31,0,0
AALF001576,,128.98,30.08,23.27,6.98
AALF001577,,2.14,0,0,0
AALF001578,,8.2,5.67,7.79,8.53
AALF001579,,0,0,0,0
AALF001581,,0,0,0,0
AALF001582,,0,0,0,0
AALF001583,,83.8,46.11,54.88,37.25
AALF001584,,8.75,4.82,4.22,1.99
AALF001590,,0,0,0,0
AALF001591,,0,0,0,0
AALF001592,,0,0,0,0
AALF001593,,0.37,0.56,0,0
AALF001594,,0,0,0,0
AALF001595,,1.8,0.55,0.39,1.9
AALF001596,,14.55,7.88,3.38,1.8
AALF001597,,0,0,0,0
AALF001600,,5.05,3.25,4.32,0.53
AALF001601,,3.31,2.18,3.42,0
AALF001602,,81.8,68.23,69.83,16.17
AALF001604,,1.16,1.72,1.77,1.1
AALF001605,,10.8,11.93,7.92,8.53
AALF001606,,0,0,0,0
AALF001607,,0,0,0,0
AALF001608,,0.17,0,0,0
AALF001609,,0,0,0,0
AALF001610,,0,0,0,0
AALF001611,,0,0,0,0
AALF001612,,0,0,0,0
AALF001615,,0,0,0,0
AALF001616,,0,0,0,0
AALF001617,,0,0,0,0
AALF001618,,0,0,0,0
AALF001619,,0,0,0,0
AALF001620,,0,0,0,0
AALF001621,,0,0,0,0
AALF001622,,0,0,0,0
AALF001627,,0,1.75,0,1.43
AALF001629,,305.81,350.3,324.97,363.83
AALF001630,,121.1,100.04,87.53,83.93
AALF001631,,6.84,5.73,1.22,1.41
AALF001632,,1.57,1.44,0,0
AALF001633,,4.83,3.54,5.28,0.46
AALF001635,,16.06,8.06,7.21,1.35
AALF001636,,245.85,128.01,87.88,84.94
AALF001637,,1012.2,1005.72,1009.47,1025.47
AALF001639,,0.41,0,0,0
AALF001641,,0,0,0,0
AALF001643,,0,0,0,0
AALF001644,,0,0,0,0
AALF001645,,1289.25,1927.06,1913.48,1788.12
AALF001646,,28.15,47.08,51.17,65.58
AALF001647,,0,0,0,0
AALF001648,,132.24,301.49,187,88.03
AALF001649,,945.23,1276.7,1118.43,1353.99
AALF001650,,5.17,2.88,3.16,4.45
AALF001651,,192.79,108.16,77.43,87.18
AALF001652,,7.35,3.99,9.3,8.37
AALF001653,,0.4,0,0,0.43
AALF001660,,0,0,0,0
AALF001664,,0,0,0,0
AALF001665,,0,0,0,0
AALF001666,,0,0,0,0
AALF001667,,0.33,0.35,1.01,0.32
AALF001668,,0,0,0,0
AALF001669,,0,0,0,0
AALF001670,,409.9,453.2,414.33,488.08
AALF001680,,4.04,1.71,0,1.31
AALF001687,,0,0,0,0
AALF001688,,0,0,0,0
AALF001689,,0,0,0,0
AALF001690,,0,0,0,0
AALF001691,,0,0,0,0
AALF001692,,0,0,0,0
AALF001693,,0,0,0,0
AALF001694,,0,0,0,0
AALF001695,,0,0,0,0
AALF001696,,0,0,0,0
AALF001697,,0,0,0,0
AALF001698,,28.71,5.81,4.54,6.66
AALF001701,,1.23,1.13,0,0.86
AALF001702,,3.44,3.13,2.89,3.62
AALF001703,,0,0,0,0.84
AALF001704,,22.13,21.29,27.82,12.72
AALF001707,,8.29,3.69,3.89,2.03
AALF001708,,0,0,0,0
AALF001709,,49,20.67,24.2,38.74
AALF001712,,0,0.83,2.38,2.53
AALF001713,,5.3,0,0,0
AALF001714,,8.16,0.61,0.87,4.54
AALF001715,,7.76,3.57,0,5.46
AALF001716,,11.89,1.42,0,0.78
AALF001717,,9.59,8.69,0,5.69
AALF001725,,0,0,0,0
AALF001726,,52.94,43.58,41.49,41.66
AALF001727,,12.29,8.08,4.75,6.22
AALF001730,,1.8,0,1.18,0
AALF001734,,25.65,17.09,22.17,17.6
AALF001738,,0,0,0,0
AALF001740,,0,0,0,0
AALF001743,,3.99,4.58,0,0
AALF001744,,0.72,2.33,0,2.67
AALF001745,,3.57,1.97,4.71,6.03
AALF001746,,0,0,0,0
AALF001747,,0,0,0,0
AALF001757,,0,0,0,0
AALF001759,,5.05,9.46,2.54,5.54
AALF001760,,3.11,2.87,6.15,7.11
AALF001763,,1442.33,1896.75,1875.5,2023.88
AALF001764,,49.17,32.52,20.54,27.08
AALF001765,,4.89,2.48,2.65,1.89
AALF001766,,75.53,14.28,14.57,5.06
AALF001767,,11.59,3.12,1.72,1.4
AALF001768,,0,0,0,0
AALF001769,,190.01,225.32,199.37,183.77
AALF001770,,185.64,64.07,65.39,46.93
AALF001771,,1.37,0,0,0
AALF001772,,16.18,4.86,6.59,1.65
AALF001773,,12.02,7.61,5.44,0
AALF001774,,0,0,0,0
AALF001775,,0,0,0,0
AALF001781,,0,0,0,0
AALF001782,,40.86,49.41,26.38,46.45
AALF001783,,39.31,13.83,13.71,7.92
AALF001790,,15.92,10.42,10.65,9.2
AALF001791,,0,0,0,0
AALF001792,,0,0,0,0
AALF001793,,0,0,0,0
AALF001794,,2.64,0,0,0
AALF001795,,1.12,0,0,0
AALF001796,,0,0,0,0
AALF001797,,0,0,0,0.49
AALF001798,,20.24,14.81,10.85,10.18
AALF001801,,2.92,0.77,2.62,0.27
AALF001807,,249.2,202.27,199.29,229.75
AALF001813,,0,0,0.81,0
AALF001814,,3.61,1.19,0.34,1.36
AALF001815,,3.48,0.8,2.29,0
AALF001819,,27.88,10.9,15.6,19.83
AALF001829,,0,0,0,0
AALF001833,,0,0,0.15,0
AALF001848,,0,0,0,0
AALF001849,,11.93,8.78,9.43,10.06
AALF001850,,0,0,0,0
AALF001851,,0,0,0,0
AALF001852,,0.93,0,4.89,0
AALF001855,,0,0,0,0
AALF001876,,42.84,10.79,10.3,12.91
AALF001877,,19.59,6.22,6.76,2.56
AALF001878,,26.25,6.54,10.08,12.1
AALF001879,,143.03,22.48,28.67,21.54
AALF001880,,177.22,239.91,253.76,242.19
AALF001881,,86.65,25.2,46.65,13.93
AALF001887,,14.57,39.2,30.42,38.49
AALF001889,,0,0,0,0
AALF001917,,0.66,0,0,0.7
AALF001918,,13.65,2.21,2.92,2.27
AALF001919,,3.1,1.56,0,0
AALF001920,,0.98,0,0.43,0.82
AALF001921,,224.2,182.01,200.93,170.69
AALF001922,,6.1,2.48,1.76,1.8
AALF001923,,71.77,47.6,48.16,46.47
AALF001932,,0,0,0,0
AALF001936,,0.91,0,0,0.32
AALF001937,,1.72,0.79,0.91,7.62
AALF001938,,4.67,1.07,1.54,0.61
AALF001939,,0,1.06,1.52,0
AALF001940,,57.86,37.66,26.09,43.68
AALF001941,,356.96,471.4,456.66,504.6
AALF001942,,100.23,7.69,17.6,28.17
AALF001943,,0,0,0,0
AALF001944,,7.42,1.64,1.61,1.81
AALF001946,,15.99,0.25,2.89,2.43
AALF001947,,0,0,0,0
AALF001948,,182.14,139.92,134.84,124.13
AALF001949,,39.96,15.37,20.27,16.57
AALF001950,,0,0,0,0
AALF001951,,0,0,0,0
AALF001952,,2.6,0.74,0.95,1.43
AALF001954,,1.11,0.21,0,0
AALF001955,,5.04,4.75,9.18,0
AALF001956,,177.52,149.05,135.36,196.96
AALF001957,,29.86,21.96,24.84,21.57
AALF001960,,0,0,0,0
AALF001961,,0,0,2.15,0
AALF001962,,33.14,10.17,9.56,7.26
AALF001963,,25.22,5.53,6.33,10.13
AALF001966,,0.16,0,0,0
AALF001969,,0,4.37,0,0
AALF001972,,0,0.88,0,0.51
AALF001981,,0.35,0.73,0.93,0
AALF001983,,0,0,0,0
AALF001988,,0,0,0,0
AALF001989,,68.6,65.82,71.99,53.14
AALF001990,,0,0,0.79,0.77
AALF001992,,270.77,184.85,199.06,210.22
AALF001994,,0.88,5.7,3.5,3.73
AALF001998,,0,0,0,0
AALF001999,,0,0,0,0
AALF002000,,0,0,0,0
AALF002001,,21.91,6.3,3.87,14.29
AALF002004,,106.01,32.52,32.58,48.42
AALF002005,,16.5,24.04,24.1,17.33
AALF002006,,0,0,0,0
AALF002007,,0,0,0,0
AALF002008,,1.38,0,3.1,0.3
AALF002009,,189.43,64.54,104.54,95.47
AALF002010,,5.82,0.79,1.6,0.92
AALF002011,,5.98,1.71,0,0.78
AALF002017,,670.43,978.09,961.45,978.85
AALF002018,,16.48,3.92,1.12,3.59
AALF002019,,2.2,1.22,1.16,0.46
AALF002020,,8.37,2.64,2.7,1.3
AALF002022,,32.72,4.77,14,9.59
AALF002023,,37.86,16.73,21.85,14.08
AALF002024,,52.42,7.14,14.45,2.55
AALF002025,,11.86,5.6,9.22,3.21
AALF002026,,119,15.7,22.47,24.9
AALF002027,,8.21,2.92,0.87,0.69
AALF002028,,25.47,12.69,13.72,9.2
AALF002029,,97.61,15.84,18.08,13.78
AALF002030,,0.56,0.81,1.23,0.44
AALF002031,,2.64,0.76,0.36,0.38
AALF002033,,45.08,13.62,21.3,7.25
AALF002034,,0,0,0,0
AALF002035,,12.6,7.43,8.32,3.38
AALF002044,,0,0,0,0
AALF002045,,0,0.97,0,0
AALF002046,,0,0,0,0
AALF002047,,11.57,4.75,9.03,6.69
AALF002048,,0.38,1.13,0,0.9
AALF002049,,5.36,1.71,2.98,0
AALF002050,,0,0,0,0
AALF002052,,0,0,0,0
AALF002053,,0.86,0.79,0,1.8
AALF002058,,0,0,0,0
AALF002059,,0,0,0,0
AALF002060,,2,0,0,1.05
AALF002061,,0,0,0,0
AALF002062,,99.85,41.48,63.01,41.66
AALF002063,,13.79,12.84,20.96,17.01
AALF002064,,227.34,210.69,182.15,204.29
AALF002065,,12.67,4.73,0,3.43
AALF002066,,1.78,1.06,4.37,0
AALF002067,,4.21,1.4,2.11,0.14
AALF002075,,2.54,0,0,0
AALF002076,,0,0,0,0
AALF002077,,0.76,0,0,0
AALF002078,,0,0,1,0
AALF002079,,0,0,0,0
AALF002080,,0,0,0,0
AALF002081,,0,0,0,0
AALF002082,,0,0,0,0
AALF002094,,0,0,0,0
AALF002095,,20.49,10.47,10.38,0.91
AALF002096,,0.89,1.02,0,0.7
AALF002097,,4.92,0.63,0.65,0.56
AALF002098,,39.75,52.46,38.52,40.32
AALF002099,,43.23,46.01,48.51,45.06
AALF002100,,34.77,11.81,14.61,3.65
AALF002101,,211.36,126.76,147.97,182.78
AALF002102,,25.59,11.82,22.56,10.38
AALF002103,,0,0,0.24,0
AALF002108,,15.1,20.85,9.95,21.22
AALF002109,,7.08,3.91,4.04,1.74
AALF002110,,5.51,3.38,5.65,1.94
AALF002112,,0,0,0,0
AALF002114,,4.54,3.86,4.09,0.4
AALF002115,,3.37,3.1,3.11,1.6
AALF002116,,1.75,0.15,2.25,0
AALF002117,,2.18,0,0.57,0
AALF002118,,648.36,550.47,568.21,24.91
AALF002119,,28.27,9.59,6.37,8.23
AALF002123,,0,0,0,0
AALF002124,,0,0,0,0.84
AALF002130,,28.14,8.38,7.63,4.36
AALF002131,,10.68,11.04,7.6,3.61
AALF002133,,0.84,0.47,0.49,0.39
AALF002134,,0,0,0,0
AALF002135,,0,0,0,0
AALF002143,,179.45,88.51,65.81,54.93
AALF002144,,7.15,7.9,5.65,7.54
AALF002145,,0.29,0,0,0
AALF002146,,0,0,0,2.29
AALF002147,,0,0,0,0
AALF002148,,0,0,0,0
AALF002149,,1.4,0,0,0
AALF002150,,0,0,0,0
AALF002152,,2.7,1.65,0.59,2.37
AALF002154,,12.64,1.66,0,2.54
AALF002155,,1.63,1.5,1.07,0
AALF002156,,16.41,7.55,5.4,6.08
AALF002157,,1.88,3.46,4.95,6.43
AALF002158,,294.85,235.97,185.72,279.25
AALF002159,,19.9,13.74,18.35,7.34
AALF002160,,166.35,153.6,126.01,81.94
AALF002161,,0,3.06,0,0
AALF002162,,1.36,1.68,1.24,3.04
AALF002163,,0.64,0.32,0,0
AALF002164,,0,0,0,0
AALF002165,,1.86,2.28,0.81,0.65
AALF002166,,6.6,6.98,9.25,12.59
AALF002167,,0,0,0,0
AALF002168,,61.64,40.14,64.33,48.42
AALF002169,,48.88,39.87,20.91,41.43
AALF002173,,10.84,13.96,11.42,10.66
AALF002176,,299.53,348.4,343.48,398.6
AALF002178,,0,0,0,0
AALF002180,,0,0,0,0
AALF002181,,1.86,0,2.44,0
AALF002182,,0.77,0,1.53,0
AALF002183,,0,0,0,0
AALF002184,,0,0,0,0.64
AALF002185,,0,1.9,0,0
AALF002186,,0,0,0,0
AALF002187,,0,0,0,0
AALF002192,,0,0,0,0
AALF002194,,0,0,0,0.73
AALF002195,,520.68,381.52,346.9,397.11
AALF002198,,0,0,0,0
AALF002199,,0,0,0,0.49
AALF002201,,1.61,0,1.55,6.91
AALF002202,,2.28,2.09,2.5,1.2
AALF002206,,0.71,0,0,0
AALF002207,,0,0,0,0
AALF002208,,4.75,3.9,0,4.77
AALF002212,,0,0,0,0
AALF002213,,0,1.04,0.75,0
AALF002219,,71.95,72.2,72,76.16
AALF002220,,0,2.14,0,0
AALF002221,,21.93,5.2,3.5,1.4
AALF002222,,177.55,52.25,47.58,73.99
AALF002223,,60.51,32.6,35.96,32.67
AALF002228,,21.68,8.61,11.68,17.65
AALF002230,,55.19,79.82,79.73,95.36
AALF002231,,0,0,0.63,0
AALF002232,,18.37,0,10.76,17.22
AALF002233,,1.5,0.4,0.7,0.55
AALF002234,,0,1.39,1.33,0
AALF002235,,184.52,283.99,265.48,296.92
AALF002243,,0,0,0,0
AALF002244,,20.69,9.85,6.11,7.15
AALF002246,,0,0,0,0
AALF002248,,0,0,0,0
AALF002250,,3.03,0.49,0.47,0.38
AALF002251,,0,0,0,0
AALF002252,,30.7,15.74,15.57,17.07
AALF002253,,3.77,0,0,2.98
AALF002257,,3.23,1.78,0,0.68
AALF002258,,162.81,78.26,83.03,73.07
AALF002259,,0,0,0,0
AALF002262,,0,0,0,0
AALF002263,,0,0,0,0
AALF002265,,0,0,0,0
AALF002266,,0,0,0,0
AALF002267,,2.7,0,1.47,0
AALF002268,,0,0,0,0
AALF002270,,3.89,2.53,1.87,0.59
AALF002271,,0,0.44,0.7,2.56
AALF002273,,7.28,1.79,2.24,0.77
AALF002274,,7.37,3.38,4.48,1.2
AALF002279,,0,0,0,1.15
AALF002280,,735.69,1424.14,1624.73,1676.84
AALF002282,,42.01,23.79,20.93,17.88
AALF002283,,130.19,102.39,103.54,91.61
AALF002286,,0,5.62,3.41,2.73
AALF002287,,0,0,0,0
AALF002288,,1.15,0,0,0
AALF002289,,38.42,9.6,16.36,10.08
AALF002290,,0,0,0,0
AALF002291,,0,0,0,0
AALF002292,,0,0,0,0
AALF002293,,0,0,0,1.05
AALF002295,,1.82,1.06,2.2,0
AALF002296,,0,0,0,0
AALF002299,,19.49,24.54,35.95,33.93
AALF002300,,9.91,10.26,4.74,4.92
AALF002301,,0,0,0,0
AALF002302,,0,0,0,0
AALF002303,,0.42,0.47,0,0.54
AALF002304,,0,0,0,0
AALF002305,,12.42,10.87,14.09,10.23
AALF002306,,646.92,737.48,655.83,672.71
AALF002307,,193.66,162.21,141.38,173.54
AALF002308,,63.09,43.81,31.34,36.75
AALF002309,,26.97,15.51,15.54,28.43
AALF002310,,18.64,19.57,21.78,15.49
AALF002311,,53.34,49.83,68.66,66.37
AALF002313,,0.3,0,0,0
AALF002314,,0,0,0,0
AALF002316,,0,0,0,0.3
AALF002317,,3.11,2.34,1.47,1.94
AALF002318,,15.09,3.95,3.89,6.22
AALF002319,,0,0,0,0
AALF002334,,0,0,0,0
AALF002335,,97.31,31.35,49.76,69.08
AALF002336,,4.46,0,3.27,0
AALF002337,,4.84,3.18,0,0.73
AALF002338,,30.59,14.28,22.22,27.5
AALF002341,,0,0,0,0
AALF002345,,1670.76,1871.75,1762.46,1783.08
AALF002347,,217.14,166.94,143.57,168.87
AALF002348,,0,0,0,0
AALF002349,,59.54,118.09,102.01,124.64
AALF002350,,1.2,0.69,1.13,1.37
AALF002351,,2.33,2.14,3.06,12.26
AALF002358,,0,0,0,0
AALF002360,,103.17,143.33,159.33,170.89
AALF002361,,74.69,50.53,53.42,49.53
AALF002370,,9.56,15.44,15.07,26.11
AALF002371,,2.13,0.79,0.56,1.8
AALF002372,,10.54,6.93,0,1.59
AALF002373,,6.36,2.08,0.54,0.87
AALF002374,,143.32,115.84,145.2,117.17
AALF002375,,488.15,622.19,681.25,590.53
AALF002378,,122.99,103.65,86.85,99.96
AALF002381,,2.64,0,0,0.7
AALF002382,,3.26,2.4,3.01,3.44
AALF002383,,0,0,0,0
AALF002384,,0,0,0,0
AALF002385,,0,0,0,0
AALF002386,,0,0,0,0
AALF002387,,0,0,0,0
AALF002390,,0,0.38,0,0
AALF002393,,1.1,2.49,1.41,4.62
AALF002394,,2.41,2.56,2.21,5.96
AALF002395,,743.62,827.33,821.23,826.14
AALF002396,,0,0,0,0
AALF002400,,0,0,0,0
AALF002404,,7.4,3.23,4.62,0.41
AALF002410,,15.39,3.78,2.16,3.45
AALF002411,,56.5,88.78,103,89.33
AALF002413,,53.62,15.42,24.27,18.25
AALF002414,,0,0,0,0
AALF002417,,0,0,0,0
AALF002418,,1.13,3.12,3.47,3.18
AALF002419,,0.25,0.69,0.85,0.49
AALF002420,,0,0,0,0
AALF002421,,0,0,0,0
AALF002422,,0,0,0,0
AALF002424,,0,0,0,0
AALF002426,,0,0,0,0
AALF002432,,30.44,7.64,5.83,1.75
AALF002435,,27.31,15.98,7.9,12.31
AALF002436,,644.15,44.88,39.21,30.84
AALF002438,,58.96,19.25,24.69,19.76
AALF002439,,3.76,0.58,0,1.32
AALF002440,,15.58,2.81,6.02,0.71
AALF002441,,0,0.77,0,0
AALF002442,,1.05,17.39,4.15,17.71
AALF002443,,1.95,1.2,0.87,0
AALF002444,,4.06,0,1.34,0.53
AALF002445,,0,0,0,0
AALF002446,,418.57,95.49,124.38,91.42
AALF002447,,30.27,5.83,14.84,1.48
AALF002448,,0.67,1.84,0,0
AALF002449,,60.69,3.47,5.51,8.38
AALF002458,,0,0.99,1.42,0
AALF002459,,44.16,28.76,23.44,19.63
AALF002461,,9.1,6.7,4.19,4.79
AALF002462,,25.76,13.74,13.34,17.58
AALF002463,,6.6,3.93,0.99,2.16
AALF002464,,9.46,3.53,4.73,1.77
AALF002465,,387.77,457.01,411.17,422
AALF002466,,903.29,966.08,1023.94,1020.95
AALF002467,,54.07,21.27,17.03,11.56
AALF002468,,5.79,0,0,0
AALF002469,,77.53,13.92,18.68,12.96
AALF002470,,294.49,85.41,86.37,95.21
AALF002478,,28.33,18.28,15.43,3.4
AALF002480,,66.82,68.33,70.89,82.17
AALF002481,,0,0,0,0
AALF002482,,0,0,0,0
AALF002483,,0.99,5.01,1.96,5.22
AALF002485,,0.44,0,0,0
AALF002486,,0.68,2.58,1.57,0
AALF002492,,21.33,30.93,33.19,39.51
AALF002493,,3.4,0.45,2.56,1.02
AALF002495,,0,0,0,0
AALF002500,,0,2.01,2.35,2.21
AALF002501,,0,0,0,0.43
AALF002502,,0,0,0,0.36
AALF002506,,5.72,0.88,3.77,1.01
AALF002507,,43.24,35.87,31.07,18.02
AALF002508,,19.67,21.34,10.64,15.92
AALF002509,,22.97,7.96,11.38,5.47
AALF002510,,7.25,2.97,2.12,1.7
AALF002513,,1.65,1.01,1.45,2.32
AALF002514,,3.48,0.87,2.5,2.67
AALF002515,,5.76,2.47,2.13,2.49
AALF002516,,17.14,2.93,0,0
AALF002517,,58.29,21.27,15.22,3.18
AALF002518,,0,0,0,0
AALF002519,,0,0,0,0
AALF002520,,21.1,10.49,12.7,15.65
AALF002522,,0,0,0,0
AALF002523,,0,0,0,0
AALF002524,,0,0,0,0
AALF002525,,0,0,0,0
AALF002526,,0,0,0,0
AALF002528,,6.7,2.05,2.94,2.35
AALF002533,,11.05,0.35,0,0
AALF002534,,869.85,572.91,537.87,582.71
AALF002541,,95.75,58.75,69.69,34.23
AALF002542,mRpL21,85.82,85.48,107.7,78.75
AALF002546,,2.28,0,2.21,0.84
AALF002547,,0,0,0,0
AALF002548,,0,0,0,0
AALF002549,,0,0,0,0
AALF002550,,23.34,11.2,4.66,0
AALF002551,,8.67,4.23,3.12,1.88
AALF002552,,0,0,0,1.21
AALF002553,,2.43,1.44,1.95,1.46
AALF002555,,108.64,132.15,141.77,111.58
AALF002556,,0,0,0,0
AALF002557,,0,0,1.17,0.94
AALF002558,,0,0,2.02,1.61
AALF002559,,0,0,0,0
AALF002560,,0,0,0,0
AALF002564,,798.67,1014.66,986.36,1094.3
AALF002565,,0,0,0,0
AALF002566,,251.1,244.72,230.49,191.6
AALF002567,,5.87,8,0,0
AALF002568,,83.59,33.55,30.55,19.21
AALF002569,,53.64,39.32,34.46,42.46
AALF002570,,49.34,16.67,10.41,5.12
AALF002576,,6.8,5.57,5.19,2.48
AALF002577,,0,0,1.49,0
AALF002578,,0,0,0,2.69
AALF002580,,0,0,0,0
AALF002581,,0,0,0,0
AALF002583,,61.62,71.14,49.24,43.85
AALF002584,,30.26,8.61,10.14,2.9
AALF002587,,0,0,0,0
AALF002589,,3.91,0,0.39,0
AALF002590,,13.51,6.35,7.66,7.72
AALF002591,,0,0,0,0
AALF002594,,0.33,0,0,0
AALF002595,,0,0,0,0
AALF002596,,0,0,0,0
AALF002597,,0.33,0,0,0
AALF002598,,0,0,0,0
AALF002599,,2.98,8.86,6.72,9
AALF002600,,0,0,0,0
AALF002601,,97.39,40.59,47.19,40.67
AALF002602,,0,1.39,0,0
AALF002605,,57.6,52.31,61.3,56.7
AALF002610,,2.28,5.25,0,0
AALF002611,,73.26,32.44,23.5,28.35
AALF002612,,661.45,747.75,690.02,731.76
AALF002613,,232.9,166.01,179.57,187.15
AALF002614,,6.24,2.31,1.66,2.11
AALF002615,,0,0,0.63,0
AALF002616,,0,0,0,0
AALF002617,,0,0,0,0
AALF002618,,19.03,13.14,13.16,10.78
AALF002619,,32.88,26.41,35.43,24.58
AALF002620,,4.94,6.8,5.98,6.69
AALF002621,,0,0,0,0
AALF002622,,2.54,2.08,3.35,3.73
AALF002624,,0,0,0,0
AALF002625,,0,0,0,0
AALF002626,RpS21,735.05,1145.38,1067.82,1016.17
AALF002627,,1.62,1.25,1.78,0.86
AALF002628,,0,0,0,0
AALF002630,,0.27,0,0,0
AALF002631,,53.06,19.82,21.64,13.62
AALF002632,,298.61,344.38,372.58,283
AALF002633,,0,0,0,0
AALF002634,,0,0,0,0
AALF002635,,4.44,1.36,0,1.56
AALF002636,,27.34,23.63,21.72,32.34
AALF002637,,0,0.4,0,0.93
AALF002638,,55.96,11.59,7.98,2.95
AALF002639,,0.99,1.52,0,1.39
AALF002640,,12.95,11.92,6.95,11.12
AALF002641,,0.44,0,0,0
AALF002642,,3.86,2.49,2.04,1.22
AALF002643,,330.36,271.05,316.66,291.2
AALF002644,RpS2,4849.2,4580.1,5563.08,5875.87
AALF002645,,109.32,91.36,86.02,105.9
AALF002646,,190.26,70.76,58.35,93.4
AALF002647,,0,0,0,0
AALF002648,,0,0,0,0
AALF002649,,0,1.76,0,2.01
AALF002651,,154.51,107.39,89.03,70.4
AALF002652,,0,0,0,0
AALF002654,,7.1,16.14,9.9,18.05
AALF002655,,0,0,0,0
AALF002656,,5.6,4.33,7.55,4.26
AALF002658,,0,0,0,0
AALF002670,,0,0,0,0
AALF002671,,34.07,9.98,2.04,4.9
AALF002672,,21.6,16.7,10.24,17.3
AALF002683,,1.63,4.51,1.61,3.44
AALF002684,,7.73,2.91,4.17,4.57
AALF002685,,0,0,0,0
AALF002686,,14.8,3.4,12.99,5.2
AALF002689,,0.74,0.55,0,2.68
AALF002690,,7.87,0,2.44,2.93
AALF002691,,0,0,0,0
AALF002692,,0,0,0,0
AALF002693,,0,0,0,0
AALF002694,,0,0,0,1.81
AALF002695,,0,0,0,0
AALF002697,,0,0,0,0
AALF002700,,0,0,0,0
AALF002701,,0,0,0,0
AALF002704,,0,0,0.31,0
AALF002705,,2.02,0,1,1.5
AALF002708,,39.85,28.9,24.97,22.28
AALF002709,,47.68,22.24,16.77,5.51
AALF002710,,112.32,50.32,59.04,40.5
AALF002711,,25.94,4.48,1.42,0.28
AALF002712,,0,0,0,0
AALF002713,,64.49,25.05,19.63,10.25
AALF002714,,130.8,99.42,117.08,86.98
AALF002722,,0,0,0,0
AALF002723,,3.73,0.26,0.57,0.45
AALF002724,,3.93,2.53,4.67,4.49
AALF002728,,68.03,7.22,14.93,2.76
AALF002729,,80.53,4.72,4.82,0
AALF002730,,1.39,0,0,0
AALF002731,,87.49,36.08,45.34,52.91
AALF002732,,36.87,12.04,15.66,16.92
AALF002733,,166.64,84.72,70.37,65.8
AALF002734,,280.54,67.95,77.79,129.69
AALF002735,,15.33,4.34,3.11,5.72
AALF002739,,0,0,0,0
AALF002742,,7.43,1.55,2.03,1.63
AALF002743,,7.81,10.18,11.46,6.17
AALF002744,,28.76,37.5,18.94,5.05
